id,journal,year,paper_title,doi,artifact,number,pdf_page,title,type,formal_page,source_pdf,replication_link,supplement_link,code_status,access_method,rights_note,crop_mode,label_detection,perceptual_hash,width_px,height_px,image
AJPS-F-016,AJPS,2025,"Communication, coordination, and surveillance in the shadow of repression",10.1111/ajps.12904,figure,2,12,Technological adoption over time.,time-series,https://doi.org/10.1111/ajps.12904,https://escholarship.org/content/qt2sh0q7nn/qt2sh0q7nn.pdf,,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,vector-region-through-caption,uppercase-label,03371319294b4327,1439,867,figures/AJPS/AJPS-F-016.png
AJPS-F-017,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,figure,2,8,"10 We also observe that for a given citizen’s income, al- Finding a significant effect in vote counts but not election",bar-composition,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,heading-through-note,inline-label,415515155e491151,1436,795,figures/AJPS/AJPS-F-017.png
AJPS-F-018,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,figure,3,11,Incumbent Polling versus Election Results,scatter-binned,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,heading-through-note,uppercase-label,030b1b13256d6b07,1436,752,figures/AJPS/AJPS-F-018.png
AJPS-F-019,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,figure,5,13,Percent of Messages in Close Elections and Landslides,coefficient-forest,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,heading-through-note,uppercase-label,0b13070f2b233717,1436,680,figures/AJPS/AJPS-F-019.png
AJPS-F-020,AJPS,2024,Does Democracy Reduce Ethnic Inequality?,10.1111/ajps.12812,figure,1,6,Summary of Main Argument,design-theory,https://doi.org/10.1111/ajps.12812,https://pure.au.dk/ws/files/452874837/Does_Democracy_Reduce_Ethnic_Inequality_Final_version_2024.pdf,https://doi.org/10.7910/DVN/4UOQUR,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,heading-through-note,uppercase-label,0323070617170707,1436,445,figures/AJPS/AJPS-F-020.png
AJPS-F-021,AJPS,2024,Does Democracy Reduce Ethnic Inequality?,10.1111/ajps.12812,figure,2,8,Values for the Different Measures of Ethnic Inequality in 2000,map-spatial,https://doi.org/10.1111/ajps.12812,https://pure.au.dk/ws/files/452874837/Does_Democracy_Reduce_Ethnic_Inequality_Final_version_2024.pdf,https://doi.org/10.7910/DVN/4UOQUR,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,heading-through-note,uppercase-label,131e17063b171f37,1436,1496,figures/AJPS/AJPS-F-021.png
AJPS-F-022,AJPS,2024,Does Democracy Reduce Ethnic Inequality?,10.1111/ajps.12812,figure,3,11,"Marginal Effect of Democratic 2002). However, for the two specifications based on the Transitions Conditional on income measure and the interaction specification based",marginal-predicted,https://doi.org/10.1111/ajps.12812,https://pure.au.dk/ws/files/452874837/Does_Democracy_Reduce_Ethnic_Inequality_Final_version_2024.pdf,https://doi.org/10.7910/DVN/4UOQUR,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,heading-through-note,uppercase-label,535d3b131b535b53,1436,1327,figures/AJPS/AJPS-F-022.png
AJPS-F-023,AJPS,2024,Does Democracy Reduce Ethnic Inequality?,10.1111/ajps.12812,figure,4,13,"Event Study Plots of Democracy’s not change the main panel results, indicating that the dy- Effect on Ethnic Inequality namics between individual and ethnic inequalities differ",event-study,https://doi.org/10.1111/ajps.12812,https://pure.au.dk/ws/files/452874837/Does_Democracy_Reduce_Ethnic_Inequality_Final_version_2024.pdf,https://doi.org/10.7910/DVN/4UOQUR,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,heading-through-note,uppercase-label,335a3b1a5a1a3a73,1436,1266,figures/AJPS/AJPS-F-023.png
AJPS-F-024,AJPS,2024,Does Democracy Reduce Ethnic Inequality?,10.1111/ajps.12812,figure,5,14,Marginal Effects of Democratic Transitions on Group Economic Position Relative to Country Mean,marginal-predicted,https://doi.org/10.1111/ajps.12812,https://pure.au.dk/ws/files/452874837/Does_Democracy_Reduce_Ethnic_Inequality_Final_version_2024.pdf,https://doi.org/10.7910/DVN/4UOQUR,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,heading-through-note,uppercase-label,494ba4a4a0944b4b,1436,1060,figures/AJPS/AJPS-F-024.png
AJPS-F-025,AJPS,2024,Does Democracy Reduce Ethnic Inequality?,10.1111/ajps.12812,figure,6,15,Event Study Plots of Democracy’s Conclusion Effect on Economic and Political Discrimination This article’s findings provide grounds for cautious optimism regarding the egalitarian effects of democ-,event-study,https://doi.org/10.1111/ajps.12812,https://pure.au.dk/ws/files/452874837/Does_Democracy_Reduce_Ethnic_Inequality_Final_version_2024.pdf,https://doi.org/10.7910/DVN/4UOQUR,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,heading-through-note,uppercase-label,515b585b1a5a1b23,1436,960,figures/AJPS/AJPS-F-025.png
APSR-T-001,APSR,2026,"Black Troops, White Rage, and Political Violence in the Postbellum American South",10.1017/s0003055424001187,table,2,11,"Effect of Past Federal Troop Occupation on Lynching, 1880-1909",regression-model,https://doi.org/10.1017/s0003055424001187,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B6AB2CA8F0FF16CDAADAE6FE20C1852A/S0003055424001187a.pdf/div-class-title-black-troops-white-rage-and-political-violence-in-the-postbellum-american-south-div.pdf,https://doi.org/10.7910/DVN/PZCXQZ,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,41640c5005051e1b,1436,618,tables/APSR/APSR-T-001.png
APSR-T-002,APSR,2026,Causal Panel Analysis under Parallel Trends: Lessons from a Large Reanalysis Study,10.1017/s0003055425000243,table,1,7,Summary of HTE-Robust Estimators,formal-theory-simulation,https://doi.org/10.1017/s0003055425000243,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/219275E0CE901F099F2CFFBA07079243/S0003055425000243a.pdf/div-class-title-causal-panel-analysis-under-parallel-trends-lessons-from-a-large-reanalysis-study-div.pdf,https://doi.org/10.7910/DVN/9RJFZF,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,uppercase-label,526b98944c8b2243,1958,752,tables/APSR/APSR-T-002.png
APSR-T-003,APSR,2026,Causal Panel Analysis under Parallel Trends: Lessons from a Large Reanalysis Study,10.1017/s0003055425000243,table,2,10,Sample Selection and Replicability of Qualified Studies,descriptive-sample,https://doi.org/10.1017/s0003055425000243,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/219275E0CE901F099F2CFFBA07079243/S0003055425000243a.pdf/div-class-title-causal-panel-analysis-under-parallel-trends-lessons-from-a-large-reanalysis-study-div.pdf,https://doi.org/10.7910/DVN/9RJFZF,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,uppercase-label,13d595959163e087,1436,1003,tables/APSR/APSR-T-003.png
APSR-T-004,APSR,2026,Causal Panel Analysis under Parallel Trends: Lessons from a Large Reanalysis Study,10.1017/s0003055425000243,table,4,18,Summary of Findings APSR AJPS JOP n,model-comparison,https://doi.org/10.1017/s0003055425000243,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/219275E0CE901F099F2CFFBA07079243/S0003055425000243a.pdf/div-class-title-causal-panel-analysis-under-parallel-trends-lessons-from-a-large-reanalysis-study-div.pdf,https://doi.org/10.7910/DVN/9RJFZF,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,4549290929490903,1436,536,tables/APSR/APSR-T-004.png
APSR-T-005,APSR,2026,"Claimability in International Relations: Oil Discoveries, Territorial Claims, and Interstate Conflicts",10.1017/s0003055425101366,table,1,4,Key Concepts,measurement-coding,https://doi.org/10.1017/s0003055425101366,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4143DB2929EA35AAAFEAA7BAF5E1016F/S0003055425101366a.pdf/div-class-title-claimability-in-international-relations-oil-discoveries-territorial-claims-and-interstate-conflicts-div.pdf,https://doi.org/10.7910/DVN/DYKFEK,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,uppercase-label,555811136e6c6c69,1436,1003,tables/APSR/APSR-T-005.png
APSR-T-006,APSR,2026,"Claimability in International Relations: Oil Discoveries, Territorial Claims, and Interstate Conflicts",10.1017/s0003055425101366,table,3,12,Effects of Giant Fuel Discoveries on MIDs,regression-model,https://doi.org/10.1017/s0003055425101366,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4143DB2929EA35AAAFEAA7BAF5E1016F/S0003055425101366a.pdf/div-class-title-claimability-in-international-relations-oil-discoveries-territorial-claims-and-interstate-conflicts-div.pdf,https://doi.org/10.7910/DVN/DYKFEK,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,11074c7d79550507,1436,484,tables/APSR/APSR-T-006.png
APSR-T-007,APSR,2026,"Claimability in International Relations: Oil Discoveries, Territorial Claims, and Interstate Conflicts",10.1017/s0003055425101366,table,4,15,Validity and Robustness Checks,model-comparison,https://doi.org/10.1017/s0003055425101366,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4143DB2929EA35AAAFEAA7BAF5E1016F/S0003055425101366a.pdf/div-class-title-claimability-in-international-relations-oil-discoveries-territorial-claims-and-interstate-conflicts-div.pdf,https://doi.org/10.7910/DVN/DYKFEK,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,uppercase-label,4143496161416161,1436,1003,tables/APSR/APSR-T-007.png
APSR-T-008,APSR,2026,"Claimability in International Relations: Oil Discoveries, Territorial Claims, and Interstate Conflicts",10.1017/s0003055425101366,table,5,16,Effects by MID Categories,crosstab-classification,https://doi.org/10.1017/s0003055425101366,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4143DB2929EA35AAAFEAA7BAF5E1016F/S0003055425101366a.pdf/div-class-title-claimability-in-international-relations-oil-discoveries-territorial-claims-and-interstate-conflicts-div.pdf,https://doi.org/10.7910/DVN/DYKFEK,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,2107445d490d0343,1436,438,tables/APSR/APSR-T-008.png
APSR-T-009,APSR,2026,Consequences of the Black Sea Slave Trade: Long-Run Development in Eastern Europe,10.1017/s0003055426101439,table,1,12,Slave Raids and Urban Population Growth: Difference-in-Differences Estimates,regression-model,https://doi.org/10.1017/s0003055426101439,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E6074298B3135E3B858CF9E64BE45F99/S0003055426101439a.pdf/div-class-title-consequences-of-the-black-sea-slave-trade-long-run-development-in-eastern-europe-div.pdf,https://doi.org/10.7910/DVN/XF0NPN,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,1549895546451e1b,1436,653,tables/APSR/APSR-T-009.png
APSR-T-010,APSR,2026,Consequences of the Black Sea Slave Trade: Long-Run Development in Eastern Europe,10.1017/s0003055426101439,table,3,17,Slave Raids and Development Outcomes in Imperial Russia and Austria: Instrumental Variables Estimates,measurement-coding,https://doi.org/10.1017/s0003055426101439,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E6074298B3135E3B858CF9E64BE45F99/S0003055426101439a.pdf/div-class-title-consequences-of-the-black-sea-slave-trade-long-run-development-in-eastern-europe-div.pdf,https://doi.org/10.7910/DVN/XF0NPN,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,592d6d55251c5451,1436,1076,tables/APSR/APSR-T-010.png
APSR-T-011,APSR,2026,Consequences of the Black Sea Slave Trade: Long-Run Development in Eastern Europe,10.1017/s0003055426101439,table,4,19,"Slave Raids, Fortification Construction, and Castle Ownership in Poland–Lithuania: Difference-in-Differences Estimates",regression-model,https://doi.org/10.1017/s0003055426101439,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E6074298B3135E3B858CF9E64BE45F99/S0003055426101439a.pdf/div-class-title-consequences-of-the-black-sea-slave-trade-long-run-development-in-eastern-europe-div.pdf,https://doi.org/10.7910/DVN/XF0NPN,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,212c0e6f21062513,1436,1018,tables/APSR/APSR-T-011.png
APSR-T-012,APSR,2026,State-Building and Rebellion in the Run-Up to the French Revolution,10.1017/s0003055425101342,table,2,15,Average Total Effect of New Horse-Post Relays on Rebellions,regression-model,https://doi.org/10.1017/s0003055425101342,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D89FDE5627AAE242DC2CC2D21AA132C6/S0003055425101342a.pdf/div-class-title-state-building-and-rebellion-in-the-run-up-to-the-french-revolution-div.pdf,https://doi.org/10.7910/DVN/M1XRXT,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,514c4d0c496c1c1b,1436,743,tables/APSR/APSR-T-012.png
APSR-T-013,APSR,2026,State-Building and Rebellion in the Run-Up to the French Revolution,10.1017/s0003055425101342,table,3,16,assesses the robustness of our main results. slightly to 0.022 but remains significant at the 1% level These tests build on the full specification reported in and consistent with the baseline.,model-comparison,https://doi.org/10.1017/s0003055425101342,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D89FDE5627AAE242DC2CC2D21AA132C6/S0003055425101342a.pdf/div-class-title-state-building-and-rebellion-in-the-run-up-to-the-french-revolution-div.pdf,https://doi.org/10.7910/DVN/M1XRXT,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,inline-label,51513151331d1111,1436,826,tables/APSR/APSR-T-013.png
APSR-T-014,APSR,2025,Partisanship and Political Socialization in Electoral Autocracies,10.1017/s0003055424000261,table,1,6,Description of the 12 Core Research Subjects Name Partisanship Hometown Gender Age Ethnicity Socioeconomic status,case-qualitative,https://doi.org/10.1017/s0003055424000261,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6447701E63C239B8B2AD00F250E280E1/S0003055424000261a.pdf/div-class-title-partisanship-and-political-socialization-in-electoral-autocracies-div.pdf,https://doi.org/10.7910/DVN/WCTOA8,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,uppercase-label,5151517178243547,1436,1003,tables/APSR/APSR-T-014.png
APSR-T-015,APSR,2025,Partisanship and Political Socialization in Electoral Autocracies,10.1017/s0003055424000261,table,2,9,Descriptive Statistics of Network Characteristics Minimum value Maximum value Average Standard deviation,descriptive-sample,https://doi.org/10.1017/s0003055424000261,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6447701E63C239B8B2AD00F250E280E1/S0003055424000261a.pdf/div-class-title-partisanship-and-political-socialization-in-electoral-autocracies-div.pdf,https://doi.org/10.7910/DVN/WCTOA8,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,uppercase-label,1531735111191d47,1436,1003,tables/APSR/APSR-T-015.png
APSR-T-016,APSR,2025,Partisanship and Political Socialization in Electoral Autocracies,10.1017/s0003055424000261,table,3,10,Correlates of Generalized Partisanship,regression-model,https://doi.org/10.1017/s0003055424000261,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6447701E63C239B8B2AD00F250E280E1/S0003055424000261a.pdf/div-class-title-partisanship-and-political-socialization-in-electoral-autocracies-div.pdf,https://doi.org/10.7910/DVN/WCTOA8,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,212c783171496923,1436,694,tables/APSR/APSR-T-016.png
APSR-T-017,APSR,2025,Reducing Prejudice toward Refugees: Evidence That Social Networks Influence Attitude Change in Uganda,10.1017/s0003055424000303,table,1,7,Village Characteristics Vlg 1 Vlg 2 Vlg 3 Vlg 4 All,descriptive-sample,https://doi.org/10.1017/s0003055424000303,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1FFE06D9EF6C259E39DF7E159E56CF48/S0003055424000303a.pdf/div-class-title-reducing-prejudice-toward-refugees-evidence-that-social-networks-influence-attitude-change-in-uganda-div.pdf,https://doi.org/10.7910/DVN/YZGMQJ,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,0154141456160603,1436,605,tables/APSR/APSR-T-017.png
APSR-T-018,APSR,2025,Reducing Prejudice toward Refugees: Evidence That Social Networks Influence Attitude Change in Uganda,10.1017/s0003055424000303,table,3,8,Average Treatment Effect on the Treated Separated by Village and Pooled V1 V2 V3 V4 All,treatment-effects,https://doi.org/10.1017/s0003055424000303,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1FFE06D9EF6C259E39DF7E159E56CF48/S0003055424000303a.pdf/div-class-title-reducing-prejudice-toward-refugees-evidence-that-social-networks-influence-attitude-change-in-uganda-div.pdf,https://doi.org/10.7910/DVN/YZGMQJ,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,uppercase-label,0059198695cd0d1b,1436,665,tables/APSR/APSR-T-018.png
APSR-T-019,APSR,2025,Reducing Prejudice toward Refugees: Evidence That Social Networks Influence Attitude Change in Uganda,10.1017/s0003055424000303,table,4,11,computes a measure of network difference for SOCIAL PROCESSING every respondent in the network. This measure calcu- lates the sum of the absolute differences between the,measurement-coding,https://doi.org/10.1017/s0003055424000303,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1FFE06D9EF6C259E39DF7E159E56CF48/S0003055424000303a.pdf/div-class-title-reducing-prejudice-toward-refugees-evidence-that-social-networks-influence-attitude-change-in-uganda-div.pdf,https://doi.org/10.7910/DVN/YZGMQJ,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,inline-label,4111115951515159,1436,1001,tables/APSR/APSR-T-019.png
APSR-T-020,APSR,2025,Reducing Prejudice toward Refugees: Evidence That Social Networks Influence Attitude Change in Uganda,10.1017/s0003055424000303,table,5,13,Spillover Analyses DV: Endline pro-refugee score,regression-model,https://doi.org/10.1017/s0003055424000303,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1FFE06D9EF6C259E39DF7E159E56CF48/S0003055424000303a.pdf/div-class-title-reducing-prejudice-toward-refugees-evidence-that-social-networks-influence-attitude-change-in-uganda-div.pdf,https://doi.org/10.7910/DVN/YZGMQJ,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,004e655944164e19,1436,1054,tables/APSR/APSR-T-020.png
APSR-T-021,APSR,2025,The American Viewer: Political Consequences of Entertainment Media,10.1017/s0003055424000728,table,1,7,The Apprentice Viewership and Attitudes toward Trump (1) (2) (3) (4) Support Trump believes in his Trump cares about Do not mind the Access Trump policies people like me Hollywood tape,regression-model,https://doi.org/10.1017/s0003055424000728,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A0BADA28D5C551DE4EEBDAAAE33B76E8/S0003055424000728a.pdf/div-class-title-the-american-viewer-political-consequences-of-entertainment-media-div.pdf,https://doi.org/10.7910/DVN/EWXQQH,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,095154555557560b,1436,564,tables/APSR/APSR-T-021.png
APSR-T-022,APSR,2025,The American Viewer: Political Consequences of Entertainment Media,10.1017/s0003055424000728,table,2,9,The Apprentice Effect on Trump Vote Share Trump vote share,regression-model,https://doi.org/10.1017/s0003055424000728,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A0BADA28D5C551DE4EEBDAAAE33B76E8/S0003055424000728a.pdf/div-class-title-the-american-viewer-political-consequences-of-entertainment-media-div.pdf,https://doi.org/10.7910/DVN/EWXQQH,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,0954545925563623,1436,631,tables/APSR/APSR-T-022.png
APSR-T-023,APSR,2025,The Generalizability of IR Experiments beyond the United States,10.1017/s0003055424001199,table,1,6,Theoretical Components of Our Studies,case-qualitative,https://doi.org/10.1017/s0003055424001199,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/263CE4FF8EA7AAEC76A176BF3E05626C/S0003055424001199a.pdf/div-class-title-the-generalizability-of-ir-experiments-beyond-the-united-states-div.pdf,https://doi.org/10.7910/DVN/9UXYCQ,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,41292b4b2b296b23,1436,536,tables/APSR/APSR-T-023.png
APSR-T-024,APSR,2025,The Generalizability of IR Experiments beyond the United States,10.1017/s0003055424001199,table,2,13,"Results for Tests of Systematic of results discussed above, where treatment effects are Treatment Effect Heterogeneity Developed by largely homogeneous, with results from AC extension,",treatment-effects,https://doi.org/10.1017/s0003055424001199,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/263CE4FF8EA7AAEC76A176BF3E05626C/S0003055424001199a.pdf/div-class-title-the-generalizability-of-ir-experiments-beyond-the-united-states-div.pdf,https://doi.org/10.7910/DVN/9UXYCQ,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,1519185c10165971,1436,567,tables/APSR/APSR-T-024.png
APSR-T-025,APSR,2024,"Refugee Networks, Cooperation, and Resource Access",10.1017/s0003055423001107,table,1,10,"Group-Level Effects resources in Table 2 are binary variables, and each indicates whether at least one respondent stated that https://doi.org/10.1017/S0003055423001107 Published online by Cambridge University Press",measurement-coding,https://doi.org/10.1017/s0003055423001107,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/55EB5D416D09DD47069132B471408F5E/S0003055423001107a.pdf/div-class-title-refugee-networks-cooperation-and-resource-access-div.pdf,https://doi.org/10.7910/DVN/IZWS10,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,80191901311a5f5b,1436,701,tables/APSR/APSR-T-025.png
AJPS-T-001,AJPS,2025,Authoritarian cue effect of state repression,10.1111/ajps.12916,table,2,8,"presented later, indicating that the robustness of the finding is unaf- fected by the measurement scale. Rescaling results are available upon request shed light on their political attitudes. This result shows",model-comparison,https://doi.org/10.1111/ajps.12916,http://hub.hku.hk/bitstream/10722/351133/1/content.pdf,https://doi.org/10.7910/DVN/1L325J,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,full-page-fallback,label-not-found,1131111141115151,1439,1894,tables/AJPS/AJPS-T-001.png
AJPS-T-002,AJPS,2025,Emigration and radical right populism,10.1111/ajps.12852,table,1,11,for additional covariates. municipality level. See Table 1 for additional covariates. † † p < .1; ∗ p < .05; ∗∗ p < .01. p < .1; ∗ p < .05; ∗∗ p < .01.,balance-randomization,https://doi.org/10.1111/ajps.12852,https://su.diva-portal.org/smash/get/diva2:1851963/FULLTEXT01,https://doi.org/10.7910/DVN/8NEL7B,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,inline-label,0055511351113555,1439,597,tables/AJPS/AJPS-T-002.png
AJPS-T-003,AJPS,2025,Emigration and radical right populism,10.1111/ajps.12852,table,6,11,mirrors our Table 1 baseline specifica- in municipalities with low to medium population tion (though using municipality-level fixed effects). It,regression-model,https://doi.org/10.1111/ajps.12852,https://su.diva-portal.org/smash/get/diva2:1851963/FULLTEXT01,https://doi.org/10.7910/DVN/8NEL7B,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,311144ce4c466353,1439,754,tables/AJPS/AJPS-T-003.png
AJPS-T-004,AJPS,2025,The public agglomeration effect: Urban–rural divisions in government efficiency and political preferences,10.1111/ajps.70023,table,1,13,Table 1,regression-model,https://doi.org/10.1111/ajps.70023,https://kclpure.kcl.ac.uk/ws/files/362778470/The_public_agglomeration_effect_Version_of_Record.pdf,https://doi.org/10.7910/DVN/XO4H3J,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,inline-label,5839312511510306,1439,583,tables/AJPS/AJPS-T-004.png
AJPS-T-005,AJPS,2025,The public agglomeration effect: Urban–rural divisions in government efficiency and political preferences,10.1111/ajps.70023,table,3,16,"examines the emergence of the urban– New Democratic Party, and set up a number of wel- rural divide in the United Kingdom. In Models (1) fare programs, including a single-payer health system",regression-model,https://doi.org/10.1111/ajps.70023,https://kclpure.kcl.ac.uk/ws/files/362778470/The_public_agglomeration_effect_Version_of_Record.pdf,https://doi.org/10.7910/DVN/XO4H3J,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,5177362c4546c381,1439,566,tables/AJPS/AJPS-T-005.png
